AGE,GENDER,CIVIL STATUS,NO DEPENDANTS,MOP,PORTFOLIO AT RISK,CYCLES,CURT/PDNP,BRANCH,YEARS BUS,HOME,YEARS HOME,CF TO LOAN,COLL TO LOAN,INDUSTRY,BUSINESS
36,MALE,SINGLE,0,PDC,,2,CURT,PASIG,4.0,RENTED,13.0,1.91,2.457,MANUFACTURING,RTW
39,MALE,MARRIED,1,PDC,,4,CURT,PASIG,10.0,RENTED,20.0,1.22,2.0340000000000003,RETAIL,SARI SARI STORE
49,FEMALE,WIDOW,4,WALK-IN,,2,CURT,PASIG,16.0,SHARED/BORROWED,24.0,0.82,0.35600000000000004,SERVICES,CARINDERIA
48,MALE,SINGLE,0,WALK-IN,,2,CURT,PASIG,3.0,OWNED,5.0,1.25,0.6579999999999999,SERVICES,TAPSIHAN
36,FEMALE,MARRIED,1,PDC,,6,CURT,PASIG,6.0,RENTED,8.0,2.71,0.72,SERVICES,INTERNET SHOP
36,MALE,SINGLE,0,PDC,"25,801.34",6,PDNP,PASIG,1.0,SHARED/BORROWED,34.0,3.0,1.9980000000000002,RETAIL,CANTEEN
47,FEMALE,MARRIED,2,WALK-IN,,5,CURT,PASIG,15.0,OWNED,15.0,0.98,0.86,RETAIL,MEAT/VEGETABLE
42,MALE,SINGLE,0,WALK-IN,,10,CURT,PASIG,4.0,OWNED,4.0,3.1,1.0,WHOLESALE/RETAIL,VEGETABLES
57,FEMALE,SINGLE,0,WALK-IN,"7,505.61",4,PDNP,PASIG,12.0,OWNED,12.0,2.08,2.412,RETAIL,SARI-SARI STORES
55,FEMALE,MARRIED,0,WALK-IN,,4,CURT,PASIG,43.0,OWNED,45.0,0.97,1.097,RETAIL,VEGETABLES
36,MALE,MARRIED,3,WALK-IN,"22,239.35",2,PDNP,PASIG,5.0,OWNED,23.0,1.87,3.074,MANUFACTURING,RTW
58,FEMALE,WIDOW,1,WALK-IN,"15,640.93",2,PDNP,PASIG,6.0,OWNED,10.0,4.5,8.613,MANUFACTURING,RTW
35,FEMALE,MARRIED,3,PDC,,4,CURT,PASIG,15.0,OWNED,33.0,0.68,0.605,RETAIL,FISH RETAIL
41,FEMALE,MARRIED,2,PDC,,13,CURT,PASIG,29.0,OWNED,20.0,1.41,2.033,RETAIL,SARI SARI STORE
41,FEMALE,MARRIED,4,WALK-IN,"22,166.52",1,PDNP,ANB,10.0,OWNED,23.0,1.99,2.772,RETAIL,JEWELRY
41,FEMALE,SEPARATED,3,WALK-IN,"9,773.99",1,PDNP,ANB,15.0,OWNED,22.0,1.43,1.4,RETAIL,FRUITS AND VEGETABLES
41,FEMALE,WIDOW,3,WALK-IN,"13,609.77",1,PDNP,ANB,23.0,SHARED/BORROWED,42.0,1.33,1.033,WHOLESALE/RETAIL,MEAT AND CHICKEN DEALER
44,FEMALE,SEPARATED,2,WALK-IN,"29,022.86",2,PDNP,ANB,7.0,OWNED,7.0,1.76,1.224,WHOLESALE/RETAIL,GULAYAN/GENERAL MERCHANDISE
26,FEMALE,MARRIED,2,WALK-IN,"16,661.41",1,PDNP,ANB,6.0,OWNED,6.0,1.01,2.316,RETAIL,SARI SARI STORE
33,FEMALE,SINGLE,2,WALK-IN,"9,978.49",1,PDNP,ANB,7.0,SHARED/BORROWED,10.0,1.88,0.64,SERVICES,CARINDERIA
31,FEMALE,SINGLE,2,WALK-IN,"15,204.50",1,PDNP,ANB,8.0,RENTED,6.0,1.6,0.7340000000000001,RETAIL,FISH VENDOR
41,FEMALE,MARRIED,2,WALK-IN,"8,573.22",1,PDNP,ANB,5.0,OWNED,20.0,1.82,1.24,RETAIL,FRUIT DEALER
43,FEMALE,SINGLE,1,WALK-IN,"9,852.20",1,PDNP,CAVITE,10.0,OWNED,21.0,1.35,3.2960000000000003,RETAIL,SARI SARI STORE
43,FEMALE,MARRIED,2,PDC,,1,CURT,CAVITE,4.0,OWNED,19.0,3.12,4.218,RETAIL/SERVICES,SARI SARI STORE
29,MALE,MARRIED,1,PDC,"24,470.53",1,PDNP,CAVITE,3.0,RENTED,3.0,2.49,2.735,FOOD PROCESSING,BAKE SHOP
43,FEMALE,MARRIED,2,WALK-IN,,1,CURT,CAVITE,5.0,OWNED,9.0,1.37,0.539,RETAIL,MEAT SHOP
39,FEMALE,SINGLE,0,WALK-IN,"21,535.43",1,PDNP,CAVITE,5.0,OWNED,11.0,1.2,3.5810000000000004,RETAIL,Grocery
41,FEMALE,SEPARATED,1,WALK-IN,"45,218.77",1,PDNP,CAVITE,3.0,OWNED,3.0,1.86,1.985,RETAIL,GEN.MERCHANDISE
54,FEMALE,MARRIED,1,WALK-IN,"36,337.81",1,PDNP,CAVITE,21.0,OWNED,21.0,2.66,1.091,RETAIL,MEAT/VEGETABLE
23,FEMALE,SINGLE,0,WALK-IN,,1,CURT,CAVITE,10.0,OWNED,23.0,2.06,4.308,SERVICES,PRINTING
53,MALE,MARRIED,2,WALK-IN,,1,CURT,CAVITE,13.0,OWNED,13.0,1.07,3.0989999999999998,MANUFACTURING,RTW
38,FEMALE,MARRIED,2,WALK-IN,,1,CURT,CAVITE,10.0,OWNED,17.0,2.44,1.493,RETAIL,VEGETABLE RETAIL
45,FEMALE,MARRIED,2,PDC,,1,CURT,CAVITE,25.0,OWNED,45.0,7.85,2.0780000000000003,Retail,School Supplies
29,FEMALE,MARRIED,1,WALK-IN,"22,896.10",1,PDNP,CAVITE,10.0,SHARED/BORROWED,20.0,1.11,3.383,RETAIL,Grocery
60,FEMALE,MARRIED,1,PDC,,1,CURT,CAVITE,25.0,OWNED,28.0,1.69,3.103,MANUFACTURING,DRESS SHOP
37,FEMALE,MARRIED,3,PDC,,1,CURT,CAVITE,5.0,OWNED,10.0,2.53,3.0,WHOLESALE/RETAIL,Grocery
55,FEMALE,SEPARATED,0,PDC,,1,CURT,CAVITE,10.0,OWNED,14.0,1.25,12.0,Retail,RTW
45,MALE,SEPARATED,1,WALK-IN,,2,CURT,CAVITE,5.0,OWNED,5.0,4.85,2.1390000000000002,SERVICES,Canteen
39,MALE,SINGLE,3,WALK-IN,,1,CURT,CAVITE,3.0,OWNED,10.0,2.24,0.727,WHOLESALE/RETAIL,VEGETABLES
51,FEMALE,MARRIED,3,PDC,,2,CURT,CAVITE,10.0,OWNED,14.0,1.24,18.713,Manufacturing & Trading,Metal Fabrication
45,FEMALE,MARRIED,3,PDC,,1,CURT,CAVITE,6.0,MORTGAGED,6.0,4.21,0.562,SERVICES,Carinderia
55,FEMALE,MARRIED,0,PDC,,1,CURT,CAVITE,9.0,OWNED,20.0,3.37,1.224,SERVICES,Canteen
35,MALE,SINGLE,0,PDC,,2,CURT,CAVITE,6.0,OWNED,5.0,6.67,7.5760000000000005,RETAIL,Chemical & Lubricant
32,FEMALE,SINGLE,0,PDC,,1,CURT,CAVITE,5.0,OWNED,25.0,4.05,10.36,Retail,Gift shop & RTW
47,FEMALE,SINGLE,0,PDC,"14,643.46",2,PDNP,CAVITE,9.0,RENTED,9.0,9.23,5.315,SERVICES,EATERY
45,FEMALE,MARRIED,6,WALK-IN,"11,613.96",2,PDNP,CAVITE,24.0,OWNED,3.0,1.13,2.0,Wholesale & Retail,Fruits & Vegetable
59,FEMALE,MARRIED,1,PDC,,2,CURT,CAVITE,9.0,OWNED,16.0,2.64,1.625,Wholesale & Retail,Water Station
35,MALE,MARRIED,1,PDC,,1,CURT,CAVITE,5.0,OWNED,9.0,1.3,1.4169999999999998,Wholesale & Retail,Grocery
29,MALE,MARRIED,2,PDC,,1,CURT,CAVITE,9.0,SHARED/BORROWED,24.0,4.67,4.601,SERVICES,Advertising
40,MALE,MARRIED,2,PDC,"75,354.06",1,PDNP,CAVITE,9.0,OWNED,40.0,1.0,8.963,SERVICES,Printing Services
41,FEMALE,SINGLE,3,PDC,,1,CURT,CAVITE,6.0,OWNED,11.0,4.01,2.616,SERVICES,Apartment
40,FEMALE,MARRIED,2,PDC,,1,CURT,CAVITE,13.0,RENTED,11.0,0.81,0.9,RETAIL,VEGETABLES
43,FEMALE,SINGLE,2,PDC,"5,839.71",1,PDNP,CAVITE,13.0,SHARED/BORROWED,13.0,3.79,5.734,SERVICES,Vulcanizing
39,FEMALE,SINGLE,3,WALK-IN,,2,CURT,CAVITE,5.0,OWNED,39.0,0.35,1.4669999999999999,SERVICES,Printing
31,MALE,MARRIED,2,PDC,"27,325.87",1,PDNP,CAVITE,5.0,RENTED,5.0,9.92,1.099,Retail,VEGETABLES
51,FEMALE,SINGLE,1,PDC,"46,648.60",1,PDNP,CAVITE,4.0,RENTED,4.0,2.26,10.007,Wholesale & Retail,RTW
37,FEMALE,SEPARATED,3,PDC,,2,CURT,CAVITE,5.0,OWNED,12.0,6.57,2.344,Retail,Meatshop & Sari sari Store
40,MALE,MARRIED,3,WALK-IN,"25,917.04",1,PDNP,CAVITE,10.0,OWNED,17.0,2.3,2.452,Retail,Rice
47,MALE,MARRIED,4,WALK-IN,,1,CURT,CAVITE,15.0,OWNED,15.0,1.1,1.643,RETAIL,COCONUT
37,FEMALE,MARRIED,1,PDC,,1,CURT,CAVITE,6.0,OWNED,11.0,0.65,1.837,Wholesale & Retail,"Meatshop, Frozen Meat & Vegetable"
48,FEMALE,SINGLE,3,PDC,,2,CURT,CAVITE,12.0,RENTED,3.0,2.38,4.444,Manufacturing,Lumpia Wrapper
36,FEMALE,MARRIED,4,WALK-IN,,2,CURT,CAVITE,30.0,OWNED,34.0,0.99,1.44,Wholesale & Retail,Meatshop
36,MALE,MARRIED,2,WALK-IN,,1,CURT,CAVITE,8.0,OWNED,8.0,4.09,1.611,Retail & Services,"Fish, Vegetable & Eatery"
47,FEMALE,MARRIED,5,WALK-IN,"10,507.67",1,PDNP,CAVITE,6.0,MORTGAGED,6.0,4.84,5.228,Retail,RTW
54,FEMALE,MARRIED,2,PDC,"12,339.66",2,PDNP,CAVITE,30.0,OWNED,35.0,2.75,1.475,Retail,Fruits & Vegetable
32,FEMALE,SEPARATED,2,WALK-IN,,1,CURT,CAVITE,7.0,RENTED,8.0,2.1,7.553999999999999,SERVICES,EATERY
34,FEMALE,SEPARATED,3,WALK-IN,"14,610.90",1,PDNP,PASIG,7.0,SHARED/BORROWED,34.0,1.33,0.887,SERVICES,CARINDERIA
48,MALE,SINGLE,2,PDC,"74,641.67",5,PDNP,PASIG,40.0,OWNED,48.0,1.3,1.62,SERVICES,GASOLINE STATION
34,FEMALE,SINGLE,2,WALK-IN,1.00,1,PDNP,ANB,3.0,SHARED/BORROWED,6.0,1.19,,RETAIL,ACCESSORIES
42,MALE,MARRIED,3,WALK-IN,1.00,4,PDNP,ANB,4.0,OWNED,6.0,5.09,,RETAIL,SARI SARI STORE
24,FEMALE,SINGLE,2,WALK-IN,"15,974.67",1,PDNP,PASIG,13.0,SHARED/BORROWED,24.0,1.07,1.0270000000000001,RETAIL,VEGETABLE RETAIL
40,FEMALE,SINGLE,1,WALK-IN,"30,825.49",4,PDNP,PASIG,8.0,OWNED,8.0,0.54,0.303,RETAIL,SARI SARI STORE
51,FEMALE,MARRIED,2,WALK-IN,"4,794.09",6,PDNP,PASIG,7.0,RENTED,7.0,4.83,2.001,RETAIL,RTW
58,MALE,MARRIED,2,WALK-IN,"12,127.08",5,PDNP,PASIG,17.0,SHARED/BORROWED,7.0,2.14,2.193,SERVICES,JUNKSHOP
44,MALE,MARRIED,2,PDC,"13,980.79",3,PDNP,PASIG,14.0,RENTED,14.0,1.84,1.5319999999999998,RETAIL,VEGETABLE RETAIL
43,FEMALE,SINGLE,1,WALK-IN,1.00,5,PDNP,ANB,13.0,OWNED,13.0,2.38,1.5859999999999999,RETAIL,RTW
41,FEMALE,MARRIED,3,WALK-IN,1.00,6,PDNP,ANB,9.0,OWNED,20.0,6.36,,RETAIL,VEGETABLE RETAIL
28,FEMALE,MARRIED,1,WALK-IN,1.00,7,PDNP,ANB,3.0,RENTED,3.0,1.17,,RETAIL,SARI SARI STORE
48,MALE,MARRIED,2,AUTO-DEBIT,1.00,2,PDNP,ANB,3.0,OWNED,3.0,2.63,0.9690000000000001,RETAIL,HARDWARE
38,FEMALE,SEPARATED,1,AUTO-DEBIT,1.00,10,PDNP,ANB,38.0,OWNED,38.0,1.06,0.337,RETAIL,CHICKEN RETAILER
46,FEMALE,MARRIED,0,WALK-IN,"28,008.31",1,PDNP,PASIG,3.0,RENTED,10.0,0.94,1.207,SERVICES,VIDEO AND PHOTOGRAPHY
