AGE,GENDER,CIVIL STATUS,NO DEPENDANTS,MOP,PORTFOLIO AT RISK,CYCLES,CURT/PDNP,BRANCH,YEARS BUS,HOME,YEARS HOME,CF TO LOAN,COLL TO LOAN
36,FEMALE,SINGLE,2,WALK-IN," 95,839.80 ",2,PDNP,Rizal,3.0,RENTED,5.0,                               -  ,                               -  
40,FEMALE,SINGLE,1,WALK-IN," 69,921.91 ",5,PDNP,Rizal,3.0,RENTED,5.0,                               -  ,                               -  
49,FEMALE,SINGLE,1,WALK-IN, 662.50 ,2,PDNP,Past Due July 2016 and prior-Active AO,4.0,OWNED,6.0,                               -  ,                               -  
39,FEMALE,SINGLE,1,WALK-IN," 41,816.32 ",1,PDNP,Pasig II,3.0,OWNED,6.0,                               -  ,                               -  
38,FEMALE,SINGLE,2,WALK-IN," 69,297.42 ",2,PDNP,Past Due August 2016 to present-Inactive AO,4.0,OWNED,4.0,                               -  ,                               -  
39,FEMALE,SINGLE,3,WALK-IN," 40,629.13 ",1,PDNP,Past Due August 2016 to present-Inactive AO,5.0,RENTED,2.0,                               -  ,                               -  
40,FEMALE,SINGLE,1,WALK-IN," 3,840.18 ",1,PDNP,Cavite,6.0,RENTED,3.0,                               -  ,                               -  
41,FEMALE,SINGLE,1,WALK-IN," 2,533.81 ",1,PDNP,Cavite,4.0,RENTED,4.0,                               -  ,                               -  
29,FEMALE,SINGLE,2,WALK-IN," 52,250.97 ",10,PDNP,Past Due August 2016 to present-Inactive AO,10.0,BORROWED/SHARED,5.0,                               -  ,                               -  
28,MALE,SINGLE,2,WALK-IN," 64,283.41 ",10,PDNP,Past Due August 2016 to present-Inactive AO,2.0,RENTED,2.0,                               -  ,                               -  
47,FEMALE,SINGLE,2,WALK-IN," 47,756.79 ",4,PDNP,Past Due August 2016 to present-Inactive AO,3.0,OWNED,3.0,                               -  ,                               -  
52,MALE,SINGLE,2,WALK-IN," 37,405.14 ",5,PDNP,Quezon City II,4.0,RENTED,5.0,                               -  ,                               -  
25,MALE,SINGLE,2,WALK-IN," 23,179.63 ",1,PDNP,Past Due August 2016 to present-Inactive AO,5.0,RENTED,5.0,                               -  ,                               -  
42,FEMALE,MARRIED,2,WALK-IN," 46,835.65 ",1,PDNP,Past Due August 2016 to present-Inactive AO,7.0,OWNED,12.0," 139,668.53 "," 100,000.00 "
58,FEMALE,MARRIED,1,WALK-IN," 15,380.35 ",2,PDNP,Past Due August 2016 to present-Inactive AO,13.0,BORROWED/SHARED,13.0," 45,649.62 ",                               -  
29,FEMALE,SINGLE,2,WALK-IN," 10,331.80 ",1,PDNP,Past Due August 2016 to present-Inactive AO,8.0,BORROWED/SHARED,24.0," 49,433.35 "," 20,000.00 "
57,FEMALE,MARRIED,2,WALK-IN," 102,001.49 ",9,PDNP,Past Due August 2016 to present-Inactive AO,31.0,OWNED,31.0," 277,342.48 ",                               -  
46,FEMALE,SINGLE,2,WALK-IN," 27,522.86 ",2,PDNP,Past Due July 2016 and prior-Resigned AO,7.0,OWNED,7.0," 119,088.86 ",                               -  
39,MALE,MARRIED,1,WALK-IN," 23,900.98 ",2,PDNP,Quezon City I,6.0,RENTED,6.0," 145,572.24 ",                               -  
59,FEMALE,SINGLE,0,WALK-IN," 1,934.39 ",3,PDNP,Past Due August 2016 to present-Inactive AO,12.0,OWNED,12.0," 62,406.77 ",                               -  
46,FEMALE,SINGLE,2,WALK-IN," 4,638.33 ",1,PDNP,Past Due August 2016 to present-Inactive AO,15.0,BORROWED/SHARED,15.0," 51,825.56 "," 164,350.00 "
48,MALE,MARRIED,4,WALK-IN," 21,944.90 ",10,PDNP,Pasig II,17.0,RENTED,13.0," 116,152.17 ",                               -  
28,FEMALE,MARRIED,2,WALK-IN," 16,233.31 ",1,PDNP,Past Due July 2016 and prior-Resigned AO,6.0,OWNED,7.0," 25,156.73 ",                               -  
50,MALE,MARRIED,1,WALK-IN," 19,942.92 ",4,PDNP,Past Due August 2016 to present-Inactive AO,3.0,BORROWED/SHARED,12.0," 74,041.67 ",                               -  
38,FEMALE,MARRIED,2,PDC," 19,582.71 ",1,PDNP,Cavite,13.0,RENTED,12.0," 112,891.05 "," 30,000.00 "
44,FEMALE,MARRIED,5,WALK-IN," 26,439.75 ",8,PDNP,Past Due August 2016 to present-Inactive AO,10.0,OWNED,15.0," 254,000.97 "," 120,000.00 "
34,FEMALE,MARRIED,3,WALK-IN," 28,097.00 ",1,PDNP,Past Due August 2016 to present-Inactive AO,3.0,MORTGAGED,4.0," 63,277.23 ",                               -  
25,FEMALE,SINGLE,2,WALK-IN," 8,542.59 ",2,PDNP,Past Due August 2016 to present-Inactive AO,2.0,OWNED,6.0,                               -  ,                               -  
34,FEMALE,SINGLE,1,WALK-IN," 18,719.16 ",2,PDNP,Past Due August 2016 to present-Inactive AO,6.0,RENTED,5.0," 77,377.86 "," 81,750.00 "
31,FEMALE,MARRIED,0,WALK-IN," 77,140.03 ",2,PDNP,Cavite,6.0,RENTED,6.0," 426,958.32 "," 221,666.67 "
35,FEMALE,SINGLE,2,WALK-IN," 9,189.04 ",1,PDNP,Past Due July 2016 and prior-Resigned AO,7.0,BORROWED/SHARED,10.0," 37,587.84 ",                               -  
53,FEMALE,SINGLE,3,WALK-IN," 8,908.62 ",1,PDNP,Past Due August 2016 to present-Inactive AO,15.0,OWNED,22.0," 68,929.19 "," 50,000.00 "
34,MALE,MARRIED,3,PDC," 18,570.13 ",2,PDNP,Past Due August 2016 to present-Inactive AO,7.0,RENTED,7.0," 124,680.99 ",                               -  
38,FEMALE,SINGLE,3,PDC," 71,658.67 ",9,PDNP,Past Due August 2016 to present-Inactive AO,10.0,RENTED,6.0,                               -  ,                               -  
54,FEMALE,SINGLE,1,WALK-IN," 19,007.55 ",1,PDNP,Cavite,24.0,MORTGAGED,12.0," 157,888.17 "," 200,000.00 "
53,FEMALE,SINGLE,1,WALK-IN," 42,263.99 ",1,PDNP,Past Due August 2016 to present-Inactive AO,7.0,RENTED,7.0," 196,977.29 "," 410,500.00 "
61,FEMALE,MARRIED,1,WALK-IN," 16,934.15 ",2,PDNP,Past Due July 2016 and prior-Resigned AO,5.0,RENTED,7.0," 48,125.03 ",                               -  
50,FEMALE,SINGLE,1,WALK-IN," 14,383.00 ",3,PDNP,Cavite,7.0,OWNED,11.0," 39,978.60 ",                               -  
49,FEMALE,MARRIED,3,WALK-IN," 27,171.50 ",1,PDNP,Past Due August 2016 to present-Inactive AO,8.0,OWNED,8.0," 65,722.05 "," 33,000.00 "
45,FEMALE,SEPARATED,3,WALK-IN," 21,329.96 ",1,PDNP,Pasig I,6.0,OWNED,20.0," 86,345.55 "," 30,000.00 "
42,FEMALE,MARRIED,3,WALK-IN," 5,951.90 ",4,PDNP,Past Due August 2016 to present-Inactive AO,8.0,OWNED,12.0," 115,998.10 ",                               -  
33,FEMALE,MARRIED,4,WALK-IN," 2,275.48 ",1,PDNP,Past Due July 2016 and prior-Resigned AO,10.0,OWNED,23.0," 30,574.20 ",                               -  
38,FEMALE,SINGLE,1,WALK-IN," 19,632.32 ",1,PDNP,Pasig II,10.0,RENTED,4.0,                               -  ,                               -  
42,FEMALE,SINGLE,2,WALK-IN," 17,073.64 ",2,PDNP,Past Due August 2016 to present-Inactive AO,11.0,BORROWED/SHARED,10.0," 61,861.42 ",                               -  
60,FEMALE,WIDOW,1,WALK-IN," 13,943.90 ",2,PDNP,Past Due August 2016 to present-Inactive AO,5.0,OWNED,10.0," 85,894.29 "," 50,000.00 "
33,FEMALE,MARRIED,3,WALK-IN," 18,781.44 ",1,PDNP,Past Due August 2016 to present-Inactive AO,15.0,BORROWED/SHARED,15.0," 84,560.47 ",                               -  
37,FEMALE,SINGLE,4,WALK-IN," 22,966.18 ",1,PDNP,Cavite,14.0,MORTGAGED,12.0," 200,824.17 "," 86,666.67 "
33,FEMALE,SINGLE,2,WALK-IN," 14,501.93 ",1,PDNP,Past Due July 2016 and prior-Resigned AO,8.0,RENTED,6.0," 32,088.06 ",                               -  
31,MALE,MARRIED,3,PDC," 126,220.27 ",1,PDNP,Quezon City I,5.0,BORROWED/SHARED,17.0," 351,987.21 "," 560,000.00 "
31,MALE,SINGLE,0,WALK-IN," 39,839.76 ",3,PDNP,Pasig II,5.0,RENTED,31.0," 128,979.60 "," 193,600.00 "
55,FEMALE,MARRIED,2,WALK-IN," 70,670.65 ",8,PDNP,Rizal,12.0,OWNED,55.0," 390,393.46 "," 335,383.33 "
42,FEMALE,SINGLE,1,WALK-IN," 1,193.24 ",6,PDNP,Past Due August 2016 to present-Inactive AO,12.0,OWNED,12.0," 121,213.62 "," 91,150.00 "
39,FEMALE,SINGLE,1,WALK-IN," 22,040.32 ",3,PDNP,Pasig II,10.0,RENTED,4.0,                               -  ,                               -  
51,FEMALE,MARRIED,4,WALK-IN," 38,064.72 ",1,PDNP,Past Due August 2016 to present-Inactive AO,21.0,OWNED,50.0," 95,152.44 ",                               -  
42,FEMALE,MARRIED,3,WALK-IN," 1,299.31 ",1,PDNP,Past Due July 2016 and prior-Resigned AO,5.0,OWNED,41.0," 180,540.61 "," 50,000.00 "
39,FEMALE,MARRIED,0,PDC," 172,299.84 ",28,PDNP,Pasig I,5.0,RENTED,12.0," 803,569.94 "," 250,000.00 "
26,MALE,SINGLE,1,WALK-IN," 62,954.32 ",2,PDNP,Pasig II,2.0,RENTED,4.0,                               -  ,                               -  
41,FEMALE,MARRIED,4,PDC," 58,388.60 ",7,PDNP,Rizal,10.0,OWNED,34.0," 288,060.86 "," 129,950.00 "
38,FEMALE,MARRIED,3,PDC," 30,359.73 ",1,PDNP,Past Due August 2016 to present-Inactive AO,10.0,OWNED,17.0," 331,085.34 "," 210,800.00 "
36,FEMALE,MARRIED,2,WALK-IN," 15,202.91 ",1,PDNP,Rizal,2.0,MORTGAGED,6.0," 194,048.64 "," 18,400.00 "
49,MALE,MARRIED,4,PDC," 15,914.76 ",3,PDNP,Past Due August 2016 to present-Inactive AO,18.0,OWNED,18.0," 130,469.62 "," 97,500.00 "
53,FEMALE,MARRIED,2,WALK-IN," 15,855.82 ",1,PDNP,Cavite,6.0,OWNED,11.0," 79,945.91 "," 39,000.00 "
36,FEMALE,SINGLE,1,WALK-IN," 16,563.91 ",1,PDNP,Cavite,3.0,RENTED,5.0,                               -  ,                               -  
44,MALE,MARRIED,4,WALK-IN," 13,763.55 ",3,PDNP,Past Due August 2016 to present-Inactive AO,8.0,OWNED,8.0," 93,748.32 "," 300,000.00 "
64,FEMALE,MARRIED,1,PDC," 93,408.29 ",16,PDNP,Pasig I,6.0,RENTED,11.0," 389,198.63 "," 100,000.00 "
39,FEMALE,MARRIED,4,WALK-IN," 57,116.84 ",2,PDNP,Past Due August 2016 to present-Inactive AO,30.0,OWNED,34.0," 204,703.97 "," 54,540.00 "
31,FEMALE,MARRIED,1,PDC," 85,080.96 ",3,PDNP,Past Due August 2016 to present-Inactive AO,9.0,MORTGAGED,9.0," 226,302.24 ",                               -  
32,FEMALE,SINGLE,2,WALK-IN," 25,402.77 ",1,PDNP,Past Due August 2016 to present-Inactive AO,6.0,BORROWED/SHARED,8.0," 62,808.50 "," 40,000.00 "
47,FEMALE,SINGLE,2,WALK-IN," 15,880.94 ",1,PDNP,Past Due August 2016 to present-Inactive AO,3.0,OWNED,10.0," 141,971.61 "," 50,000.00 "
32,FEMALE,MARRIED,3,WALK-IN," 31,615.04 ",6,PDNP,Past Due August 2016 to present-Inactive AO,7.0,RENTED,20.0," 117,731.61 "," 100,000.00 "
48,FEMALE,MARRIED,4,WALK-IN," 4,349.22 ",2,PDNP,Past Due August 2016 to present-Inactive AO,18.0,OWNED,20.0," 56,081.24 "," 10,000.00 "
57,FEMALE,MARRIED,2,WALK-IN," 8,735.50 ",2,PDNP,Past Due August 2016 to present-Inactive AO,30.0,OWNED,35.0," 33,567.72 ",                               -  
50,MALE,MARRIED,5,WALK-IN," 13,926.57 ",1,PDNP,Past Due August 2016 to present-Inactive AO,2.0,OWNED,34.0," 90,347.96 "," 195,000.00 "
40,FEMALE,SINGLE,2,WALK-IN," 4,201.07 ",1,PDNP,Past Due August 2016 to present-Inactive AO,4.0,OWNED,17.0," 54,061.73 "," 80,000.00 "
51,MALE,WIDOW,0,PDC," 51,639.35 ",3,PDNP,Quezon City II,5.0,RENTED,7.0," 667,441.94 "," 100,000.00 "
49,MALE,MARRIED,3,WALK-IN, 1.00 ,8,PDNP,Rizal,8.0,RENTED,9.0," 174,983.90 "," 50,000.00 "
26,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,8.0,OWNED,8.0," 58,358.66 "," 50,000.00 "
44,FEMALE,MARRIED,4,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,10.0,RENTED,11.0," 80,410.81 ",                               -  
55,FEMALE,MARRIED,4,PDC, 1.00 ,13,PDNP,Rizal,17.0,RENTED,20.0," 327,236.85 "," 250,000.00 "
40,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,13.0,RENTED,12.0," 41,971.07 ",                               -  
53,FEMALE,MARRIED,1,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,7.0,OWNED,14.0,                               -  ,                               -  
41,FEMALE,SINGLE,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,9.0,OWNED,12.0," 17,813.44 ",                               -  
42,MALE,MARRIED,2,PDC, 1.00 ,3,PDNP,Write off-Inactive AO,15.0,RENTED,15.0," 225,453.15 ",                               -  
43,MALE,SINGLE,4,WALK-IN, 1.00 ,4,PDNP,Write off-Inactive AO,19.0,RENTED,9.0," 107,470.00 ",                               -  
45,FEMALE,SINGLE,0,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,3.0,OWNED,11.0," 30,511.74 ",                               -  
49,MALE,MARRIED,4,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,6.0,OWNED,13.0," 27,963.29 ",                               -  
38,FEMALE,SINGLE,3,WALK-IN, 1.00 ,1,PDNP,Rizal,3.0,RENTED,3.0," 36,762.57 ",                               -  
45,FEMALE,SINGLE,2,PDC, 1.00 ,1,PDNP,Pasig II,13.0,BORROWED/SHARED,17.0," 314,481.00 ",                               -  
57,FEMALE,MARRIED,2,PDC, 1.00 ,4,PDNP,Rizal,17.0,RENTED,20.0," 341,860.27 "," 200,000.00 "
42,FEMALE,MARRIED,1,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,8.0,OWNED,15.0," 90,068.83 "," 30,000.00 "
54,FEMALE,MARRIED,5,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,21.0,OWNED,31.0," 44,482.82 ",                               -  
54,FEMALE,MARRIED,3,PDC, 1.00 ,3,PDNP,Write off-Inactive AO,20.0,OWNED,15.0," 101,216.62 ",                               -  
45,FEMALE,SEPARATED,3,WALK-IN, 1.00 ,2,PDNP,Quezon City I,15.0,RENTED,6.0," 168,885.42 ",                               -  
52,FEMALE,WIDOW,3,WALK-IN, 1.00 ,4,PDNP,Cavite,20.0,OWNED,29.0," 89,619.42 ",                               -  
52,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Pasig I,12.0,OWNED,13.0," 58,886.29 ",                               -  
37,FEMALE,MARRIED,4,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,13.0,OWNED,16.0," 40,146.12 "," 77,013.00 "
46,FEMALE,MARRIED,2,WALK-IN, 1.00 ,3,PDNP,Cavite,6.0,BORROWED/SHARED,6.0," 25,906.57 ",                               -  
34,FEMALE,MARRIED,2,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,15.0,OWNED,15.0," 63,390.30 ",                               -  
32,MALE,SINGLE,0,WALK-IN, 1.00 ,3,PDNP,Cavite,3.0,RENTED,3.0," 236,885.34 "," 220,000.00 "
48,FEMALE,MARRIED,4,PDC, 1.00 ,8,PDNP,Write off-Inactive AO,17.0,OWNED,17.0," 173,744.00 "," 225,000.00 "
37,FEMALE,MARRIED,2,PDC, 1.00 ,2,PDNP,Write off-Inactive AO,3.0,OWNED,30.0," 71,454.73 "," 70,000.00 "
61,FEMALE,SEPARATED,2,WALK-IN, 1.00 ,1,PDNP,Rizal,2.0,OWNED,37.0," 64,374.22 ",                               -  
42,FEMALE,WIDOW,0,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,14.0,OWNED,25.0," 119,960.44 "," 50,000.00 "
44,MALE,SINGLE,2,WALK-IN, 1.00 ,6,PDNP,Pasig I,10.0,RENTED,10.0," 157,630.46 "," 130,000.00 "
31,MALE,SINGLE,0,PDC, 1.00 ,2,PDNP,Write off-Inactive AO,7.0,RENTED,5.0," 224,095.77 "," 54,000.00 "
37,FEMALE,SINGLE,1,PDC, 1.00 ,5,PDNP,Write off-Inactive AO,7.0,OWNED,23.0,                               -  ,                               -  
41,FEMALE,MARRIED,4,WALK-IN, 1.00 ,1,PDNP,Pasig I,7.0,OWNED,14.0,                               -  ,                               -  
31,FEMALE,MARRIED,2,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,12.0,RENTED,17.0," 55,993.18 ",                               -  
56,FEMALE,MARRIED,3,WALK-IN, 1.00 ,15,PDNP,Pasig II,10.0,OWNED,19.0," 236,832.00 ",                               -  
43,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,7.0,BORROWED/SHARED,28.0,                               -  ,                               -  
37,MALE,MARRIED,4,WALK-IN, 1.00 ,1,PDNP,Rizal,9.0,RENTED,9.0," 90,056.98 ",                               -  
52,FEMALE,MARRIED,1,WALK-IN, 1.00 ,1,PDNP,Cavite,1.0,BORROWED/SHARED,25.0," 33,893.00 ",                               -  
49,FEMALE,MARRIED,3,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,10.0,OWNED,44.0," 137,203.00 "," 108,000.00 "
53,FEMALE,MARRIED,5,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,12.0,RENTED,12.0,                               -  ,                               -  
24,FEMALE,SINGLE,2,WALK-IN, 1.00 ,1,PDNP,Pasig I,13.0,BORROWED/SHARED,24.0," 32,177.74 ",                               -  
51,MALE,MARRIED,1,PDC, 1.00 ,1,PDNP,Write off-Inactive AO,7.0,OWNED,10.0," 102,911.27 ",                               -  
54,FEMALE,MARRIED,5,WALK-IN, 1.00 ,5,PDNP,Write off-Inactive AO,16.0,OWNED,16.0," 45,465.54 ",                               -  
44,FEMALE,SINGLE,2,WALK-IN, 1.00 ,4,PDNP,Pasig I,8.0,OWNED,8.0," 111,680.00 ",                               -  
55,FEMALE,MARRIED,1,PDC, 1.00 ,1,PDNP,Write off-Inactive AO,10.0,OWNED,55.0," 34,168.25 ",                               -  
59,FEMALE,MARRIED,3,PDC, 1.00 ,4,PDNP,Rizal,20.0,BORROWED/SHARED,30.0,                               -  ,                               -  
49,MALE,SINGLE,1,WALK-IN, 1.00 ,2,PDNP,Rizal,3.0,RENTED,8.0,                               -  ,                               -  
31,MALE,SINGLE,1,PDC, 1.00 ,5,PDNP,Write off-Inactive AO,17.0,BORROWED/SHARED,16.0," 55,072.00 ",                               -  
45,FEMALE,SINGLE,2,PDC, 1.00 ,3,PDNP,Write off-Inactive AO,3.0,MORTGAGED,13.0," 58,373.00 ",                               -  
48,FEMALE,MARRIED,3,PDC, 1.00 ,3,PDNP,Write off-Inactive AO,12.0,RENTED,12.0," 133,242.06 ",                               -  
38,FEMALE,SINGLE,3,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,5.0,OWNED,6.0," 34,325.00 ",                               -  
52,FEMALE,MARRIED,3,WALK-IN, 1.00 ,5,PDNP,Pasig I,18.0,BORROWED/SHARED,7.0," 140,452.00 ",                               -  
32,FEMALE,SINGLE,2,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,3.0,RENTED,6.0," 42,960.00 "," 5,400.00 "
33,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Rizal,3.0,OWNED,6.0," 52,566.48 ",                               -  
52,MALE,WIDOW,3,WALK-IN, 1.00 ,1,PDNP,Pasig I,15.0,BORROWED/SHARED,44.0," 34,827.23 ",                               -  
64,FEMALE,WIDOW,1,WALK-IN, 1.00 ,2,PDNP,Cavite,16.0,OWNED,31.0," 161,041.43 ",                               -  
47,FEMALE,MARRIED,4,WALK-IN, 1.00 ,3,PDNP,Pasig II,8.0,RENTED,8.0," 28,614.70 ",                               -  
62,MALE,MARRIED,4,PDC, 1.00 ,6,PDNP,Pasig II,20.0,RENTED,20.0," 169,646.04 ",                               -  
55,FEMALE,MARRIED,1,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,10.0,OWNED,10.0," 42,213.00 "," 15,000.00 "
40,FEMALE,MARRIED,0,PDC, 1.00 ,1,PDNP,Write off-Inactive AO,8.0,OWNED,12.0," 70,908.33 ",                               -  
47,FEMALE,MARRIED,5,PDC, 1.00 ,8,PDNP,Write off-Inactive AO,12.0,MORTGAGED,7.0," 481,141.00 ",                               -  
52,FEMALE,MARRIED,3,WALK-IN, 1.00 ,5,PDNP,Pasig II,20.0,BORROWED/SHARED,20.0," 151,894.00 ",                               -  
35,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,4.0,OWNED,5.0," 52,380.00 "," 25,000.00 "
52,FEMALE,MARRIED,2,WALK-IN, 1.00 ,11,PDNP,Pasig II,9.0,RENTED,12.0," 77,533.10 ",                               -  
47,FEMALE,MARRIED,3,WALK-IN, 1.00 ,5,PDNP,Cavite,5.0,RENTED,11.0," 109,301.00 ",                               -  
51,FEMALE,SINGLE,3,PDC, 1.00 ,1,PDNP,Write off-Inactive AO,8.0,OWNED,20.0," 107,968.00 ",                               -  
42,FEMALE,MARRIED,1,WALK-IN, 1.00 ,4,PDNP,Rizal,7.0,RENTED,7.0," 254,491.00 ",                               -  
49,FEMALE,MARRIED,2,PDC, 1.00 ,1,PDNP,Pasig I,10.0,OWNED,21.0," 127,584.00 "," 36,000.00 "
36,FEMALE,SINGLE,3,PDC, 1.00 ,4,PDNP,Write off-Inactive AO,10.0,RENTED,7.0," 428,488.00 "," 450,000.00 "
56,FEMALE,MARRIED,1,PDC, 1.00 ,4,PDNP,Write off-Inactive AO,25.0,BORROWED/SHARED,40.0," 269,543.84 "," 15,400.00 "
39,FEMALE,MARRIED,3,WALK-IN, 1.00 ,7,PDNP,Pasig I,5.0,RENTED,2.0," 202,777.00 ",                               -  
56,FEMALE,MARRIED,1,PDC, 1.00 ,4,PDNP,Write off-Inactive AO,25.0,BORROWED/SHARED,40.0," 269,543.84 "," 15,400.00 "
44,FEMALE,MARRIED,6,WALK-IN, 1.00 ,7,PDNP,Pasig II,5.0,OWNED,14.0," 121,037.00 "," 70,000.00 "
48,FEMALE,MARRIED,4,PDC, 1.00 ,2,PDNP,Quezon City II,7.0,OWNED,12.0," 31,541.97 ",                               -  
37,FEMALE,MARRIED,0,PDC, 1.00 ,3,PDNP,Write off-Inactive AO,15.0,BORROWED/SHARED,15.0," 57,824.09 ",                               -  
63,FEMALE,SEPARATED,0,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,10.0,OWNED,10.0," 154,683.31 "," 500,000.00 "
40,FEMALE,MARRIED,4,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,20.0,OWNED,36.0," 153,730.08 ",                               -  
52,FEMALE,SEPARATED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,7.0,OWNED,21.0," 31,131.93 ",                               -  
51,FEMALE,MARRIED,1,PDC, 1.00 ,1,PDNP,Write off-Inactive AO,15.0,OWNED,47.0,                               -  ,                               -  
41,FEMALE,MARRIED,3,WALK-IN, 1.00 ,8,PDNP,Write off-Inactive AO,15.0,BORROWED/SHARED,35.0," 141,684.00 ",                               -  
59,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,29.0,RENTED,5.0," 203,324.51 ",                               -  
35,MALE,SINGLE,0,WALK-IN, 1.00 ,7,PDNP,Write off-Inactive AO,8.0,BORROWED/SHARED,8.0," 53,283.20 ",                               -  
36,FEMALE,SINGLE,1,WALK-IN, 1.00 ,1,PDNP,Rizal,5.0,RENTED,5.0," 63,161.27 ",                               -  
54,FEMALE,WIDOW,3,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,20.0,OWNED,54.0," 53,681.56 "," 220,000.00 "
49,FEMALE,MARRIED,1,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,28.0,OWNED,28.0," 77,513.00 "," 75,000.00 "
53,FEMALE,SEPARATED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,7.0,OWNED,21.0,                               -  ,                               -  
33,FEMALE,MARRIED,2,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,8.0,OWNED,10.0," 55,681.36 ",                               -  
42,FEMALE,SINGLE,3,WALK-IN, 1.00 ,4,PDNP,Write off-Inactive AO,20.0,OWNED,20.0," 193,796.65 ",                               -  
53,MALE,SINGLE,2,PDC, 1.00 ,4,PDNP,Write off-Inactive AO,11.0,RENTED,11.0," 112,317.15 ",                               -  
57,FEMALE,WIDOW,1,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,5.0,OWNED,16.0," 162,958.78 "," 120,000.00 "
43,FEMALE,SEPARATED,2,WALK-IN, 1.00 ,1,PDNP,Pasig I,9.0,RENTED,25.0," 31,364.55 ",                               -  
49,FEMALE,SINGLE,1,WALK-IN, 1.00 ,4,PDNP,Write off-Inactive AO,30.0,RENTED,30.0," 30,768.00 "," 4,000.00 "
42,FEMALE,MARRIED,4,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,15.0,OWNED,37.0," 172,283.00 "," 450,000.00 "
48,FEMALE,MARRIED,4,PDC, 1.00 ,1,PDNP,Write off-Inactive AO,18.0,BORROWED/SHARED,18.0," 36,556.38 ",                               -  
57,FEMALE,MARRIED,1,WALK-IN, 1.00 ,8,PDNP,Pasig I,14.0,BORROWED/SHARED,17.0," 30,730.00 ",                               -  
35,FEMALE,MARRIED,4,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,4.0,OWNED,31.0," 35,935.00 ",                               -  
35,MALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,10.0,OWNED,30.0," 87,869.29 ",                               -  
61,FEMALE,SEPARATED,3,WALK-IN, 1.00 ,5,PDNP,Rizal,11.0,OWNED,15.0," 107,416.00 ",                               -  
58,FEMALE,MARRIED,3,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,13.0,RENTED,5.0,                               -  ,                               -  
42,FEMALE,MARRIED,3,PDC, 1.00 ,10,PDNP,Write off-Inactive AO,11.0,BORROWED/SHARED,5.0," 266,465.00 ",                               -  
42,MALE,MARRIED,3,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,2.0,RENTED,10.0," 53,114.00 ",                               -  
45,FEMALE,MARRIED,5,WALK-IN, 1.00 ,2,PDNP,Pasig I,15.0,RENTED,15.0,                               -  ,                               -  
49,FEMALE,MARRIED,2,WALK-IN, 1.00 ,2,PDNP,Pasig II,17.0,OWNED,10.0,                               -  ,                               -  
50,FEMALE,SEPARATED,2,PDC, 1.00 ,5,PDNP,Write off-Inactive AO,3.0,RENTED,9.0,                               -  ,                               -  
29,FEMALE,MARRIED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,10.0,RENTED,10.0," 17,993.73 ",                               -  
53,FEMALE,SINGLE,1,WALK-IN, 1.00 ,3,PDNP,Write off-Inactive AO,15.0,OWNED,53.0," 64,783.34 ",                               -  
